ENDEREÇO;CONJUNTO;QUADRA;LOTE;AREA_M2;PISCINA_ST;TERRENO_ST;AGENTE;type;age
AG15;A;G;15;565.51;NÃO;NÃO;RAFAELA;house;60
AG14;A;G;14;576.42;NÃO;NÃO;RAFAELA;house;60
AG13;A;G;13;586.14;NÃO;NÃO;RAFAELA;house;60
AG12;A;G;12;573.91;NÃO;NÃO;RAFAELA;house;60
AG11;A;G;11;572.62;NÃO;NÃO;RAFAELA;house;60
AG10;A;G;10;583.92;NÃO;NÃO;RAFAELA;house;60
AG09;A;G;9;585.75;SIM;NÃO;RAFAELA;house;60
AG08;A;G;8;585.73;SIM;NÃO;RAFAELA;house;60
AG07;A;G;7;577.24;SIM;NÃO;RAFAELA;house;60
AG06;A;G;6;577.38;NÃO;NÃO;RAFAELA;house;60
AG05;A;G;5;587.68;SIM;NÃO;RAFAELA;house;60
AG04;A;G;4;589.76;SIM;NÃO;RAFAELA;house;60
AG03;A;G;3;571.21;NÃO;NÃO;RAFAELA;house;60
AG02;A;G;2;594.39;SIM;NÃO;RAFAELA;house;60
AG01;A;G;1;1202.28;SIM;NÃO;RAFAELA;house;60
AF49;A;F;49;919.81;SIM;NÃO;RAFAELA;house;60
AF48;A;F;48;584.39;NÃO;NÃO;RAFAELA;house;60
AF47;A;F;47;568.03;NÃO;NÃO;RAFAELA;house;60
AF46;A;F;46;577.27;SIM;NÃO;RAFAELA;house;60
AF45;A;F;45;582.56;NÃO;NÃO;RAFAELA;house;60
AF44;A;F;44;576.33;SIM;NÃO;RAFAELA;house;60
AF43;A;F;43;569.47;NÃO;NÃO;RAFAELA;house;60
AF42;A;F;42;580.28;NÃO;NÃO;RAFAELA;house;60
AF41;A;F;41;559.92;SIM;NÃO;RAFAELA;house;60
AF40;A;F;40;570.28;SIM;NÃO;RAFAELA;house;60
AF39;A;F;39;576.28;NÃO;NÃO;RAFAELA;house;60
AF38;A;F;38;573.64;NÃO;NÃO;RAFAELA;house;60
AF37;A;F;37;573.46;SIM;NÃO;RAFAELA;house;60
AF36;A;F;36;567.56;SIM;NÃO;RAFAELA;house;60
AF35;A;F;35;570.76;SIM;NÃO;RAFAELA;house;60
AF34;A;F;34;575.53;NÃO;NÃO;RAFAELA;house;60
AF33;A;F;33;576.26;NÃO;NÃO;RAFAELA;house;60
AF32;A;F;32;568.1;NÃO;NÃO;RAFAELA;house;60
AF31;A;F;31;569.76;SIM;NÃO;RAFAELA;house;60
AF30;A;F;30;558.39;SIM;NÃO;RAFAELA;house;60
AF29;A;F;29;562.34;NÃO;NÃO;RAFAELA;house;60
AF28;A;F;28;563.05;NÃO;NÃO;RAFAELA;house;60
AF27;A;F;27;822.71;NÃO;NÃO;RAFAELA;house;60
AF26;A;F;26;682.26;SIM;NÃO;RAFAELA;house;60
AF25;A;F;25;576.66;NÃO;NÃO;RAFAELA;house;60
AF24;A;F;24;571.02;NÃO;NÃO;RAFAELA;house;60
AF23;A;F;23;577.58;SIM;NÃO;RAFAELA;house;60
AF22;A;F;22;580.81;NÃO;NÃO;RAFAELA;house;60
AF21;A;F;21;579.37;NÃO;NÃO;RAFAELA;house;60
AF20;A;F;20;577.07;NÃO;NÃO;RAFAELA;house;60
AF19B;A;F;19B;303.18;NÃO;NÃO;RAFAELA;house;60
AF19A;A;F;19A;280.18;NÃO;NÃO;RAFAELA;house;60
AF18;A;F;18;568.07;NÃO;NÃO;RAFAELA;house;60
AF17;A;F;17;567.87;NÃO;NÃO;RAFAELA;house;60
AF16;A;F;16;585.2;NÃO;NÃO;RAFAELA;house;60
AF15;A;F;15;576.39;NÃO;NÃO;RAFAELA;house;60
AF14;A;F;14;583.22;NÃO;NÃO;RAFAELA;house;60
AF13;A;F;13;585.28;NÃO;NÃO;RAFAELA;house;60
AF12;A;F;12;563.8;NÃO;NÃO;RAFAELA;house;60
AF11;A;F;11;575.42;SIM;NÃO;RAFAELA;house;60
AF10;A;F;10;576.01;NÃO;NÃO;RAFAELA;house;60
AF09;A;F;9;581.19;NÃO;NÃO;RAFAELA;house;60
AF08;A;F;8;566.1;NÃO;NÃO;RAFAELA;house;60
AF07;A;F;7;559.58;SIM;NÃO;RAFAELA;house;60
AF06;A;F;6;598.67;NÃO;NÃO;RAFAELA;house;60
AF05;A;F;5;560.56;NÃO;NÃO;RAFAELA;house;60
AF04;A;F;4;574.94;NÃO;SIM;RAFAELA;house;60
AF03;A;F;3;575.98;SIM;NÃO;RAFAELA;house;60
AF02;A;F;2;578.62;SIM;NÃO;RAFAELA;house;60
AF01;A;F;1;932.13;SIM;NÃO;RAFAELA;house;60
AE20;A;E;20;844.06;NÃO;NÃO;LAURA;house;60
AE19;A;E;19;934.5;NÃO;NÃO;LAURA;house;60
AE18;A;E;18;928.88;NÃO;NÃO;LAURA;house;60
AE17;A;E;17;1006.57;SIM;NÃO;LAURA;house;60
AE16;A;E;16;580.01;NÃO;NÃO;LAURA;house;60
AE15;A;E;15;579.31;NÃO;NÃO;LAURA;house;60
AE13/14;A;E;13/14;1148.03;NÃO;NÃO;LAURA;house;60
AE12A;A;E;12;261.56;NÃO;NÃO;LAURA;house;60
AE12;A;E;12;303.78;NÃO;NÃO;LAURA;house;60
AE11;A;E;11;949.07;NÃO;NÃO;LAURA;house;60
AE10;A;E;10;915.64;NÃO;NÃO;LAURA;house;60
AE09;A;E;9;554.76;NÃO;NÃO;LAURA;house;60
AE08;A;E;8;567.48;NÃO;NÃO;LAURA;house;60
AE07;A;E;7;574.12;NÃO;NÃO;LAURA;house;60
AE06;A;E;6;578.94;NÃO;NÃO;LAURA;house;60
AE05;A;E;5;570.58;NÃO;NÃO;LAURA;house;60
AE04;A;E;4;574.56;SIM;NÃO;LAURA;house;60
AE03;A;E;3;563.06;NÃO;NÃO;LAURA;house;60
AE02;A;E;2;579.86;SIM;NÃO;LAURA;house;60
AE01;A;E;1;1128.76;NÃO;NÃO;LAURA;house;60
AD31;A;D;31;905.99;SIM;NÃO;LAURA;house;60
AD30;A;D;30;567.43;NÃO;SIM;LAURA;house;60
AD29;A;D;29;586.07;NÃO;NÃO;LAURA;house;60
AD28;A;D;28;578.09;NÃO;NÃO;LAURA;house;60
AD27;A;D;27;571.97;NÃO;NÃO;LAURA;house;60
AD26;A;D;26;581.45;NÃO;NÃO;LAURA;house;60
AD25;A;D;25;562.47;SIM;NÃO;LAURA;house;60
AD24;A;D;24;583.94;NÃO;NÃO;LAURA;house;60
AD23;A;D;23;560.15;NÃO;NÃO;LAURA;house;60
AD22;A;D;22;590.73;NÃO;NÃO;LAURA;house;60
AD21;A;D;21;568.41;NÃO;NÃO;LAURA;house;60
AD20;A;D;20;579.13;NÃO;NÃO;LAURA;house;60
AD19;A;D;19;578.3;NÃO;NÃO;LAURA;house;60
AD18B;A;D;18B;530.56;NÃO;NÃO;LAURA;house;60
AD18A;A;D;18A;401.92;NÃO;NÃO;LAURA;house;60
AD17;A;D;17;1161.11;NÃO;SIM;LAURA;house;60
AD16;A;D;16;575.99;NÃO;NÃO;LAURA;house;60
AD15;A;D;15;563.16;NÃO;NÃO;LAURA;house;60
AD14;A;D;14;565.31;NÃO;NÃO;LAURA;house;60
AD13;A;D;13;567.79;NÃO;NÃO;LAURA;house;60
AD12;A;D;12;577.61;NÃO;NÃO;LAURA;house;60
AD11;A;D;11;563.16;SIM;NÃO;LAURA;house;60
AD10;A;D;10;570.01;NÃO;NÃO;LAURA;house;60
AD09;A;D;9;565.59;NÃO;NÃO;LAURA;house;60
AD08;A;D;8;564.75;NÃO;NÃO;LAURA;house;60
AD07;A;D;7;570.63;NÃO;NÃO;LAURA;house;60
AD06;A;D;6;580.29;SIM;NÃO;LAURA;house;60
AD05;A;D;5;570.29;NÃO;NÃO;LAURA;house;60
AD04B;A;D;04B;284.15;NÃO;NÃO;LAURA;house;60
AD04A;A;D;04A;286.75;NÃO;NÃO;LAURA;house;60
AD03;A;D;3;566.75;SIM;NÃO;LAURA;house;60
AD02;A;D;2;561.59;NÃO;NÃO;LAURA;house;60
AD01;A;D;1;1085.61;NÃO;NÃO;LAURA;house;60
ACOMA22;A;COMA;22;191.5;NÃO;NÃO;LAURA;commercial;60
ACOMA21;A;COMA;21;196.09;NÃO;NÃO;LAURA;commercial;60
ACOMA20;A;COMA;20;186.95;NÃO;NÃO;LAURA;commercial;60
ACOMA19;A;COMA;19;220.34;NÃO;NÃO;LAURA;commercial;60
ACOMA18;A;COMA;18;175.76;NÃO;NÃO;LAURA;commercial;60
ACOMA17;A;COMA;17;181.64;NÃO;NÃO;LAURA;commercial;60
ACOMA16;A;COMA;16;183.76;NÃO;NÃO;LAURA;commercial;60
ACOMA15;A;COMA;15;178.62;NÃO;NÃO;LAURA;commercial;60
ACOMA14;A;COMA;14;158.18;NÃO;NÃO;LAURA;commercial;60
ACOMA13;A;COMA;13;194.15;NÃO;NÃO;LAURA;commercial;60
ACOMA12;A;COMA;12;200.08;NÃO;NÃO;LAURA;commercial;60
ACOMA11;A;COMA;11;175.18;NÃO;NÃO;LAURA;commercial;60
ACOMA10;A;COMA;10;164.31;NÃO;NÃO;LAURA;commercial;60
ACOMA09;A;COMA;9;178.61;NÃO;NÃO;LAURA;commercial;60
ACOMA08;A;COMA;8;176.7;NÃO;NÃO;LAURA;commercial;60
ACOMA07;A;COMA;7;169.64;NÃO;NÃO;LAURA;commercial;60
ACOMA06;A;COMA;6;184.89;NÃO;NÃO;LAURA;commercial;60
ACOMA05;A;COMA;5;165.04;NÃO;NÃO;LAURA;commercial;60
ACOMA04;A;COMA;4;175.35;NÃO;NÃO;LAURA;commercial;60
ACOMA03;A;COMA;3;170.82;NÃO;NÃO;LAURA;commercial;60
ACOMA02;A;COMA;2;128.7;NÃO;NÃO;LAURA;commercial;60
ACOMA01;A;COMA;1;217.66;NÃO;NÃO;LAURA;commercial;60
ACHB30;A;CHB;30;1665.86;NÃO;NÃO;LAURA;house;60
ACHB29;A;CHB;29;1522.88;NÃO;NÃO;LAURA;house;60
ACHB28;A;CHB;28;1955.38;SIM;NÃO;LAURA;house;60
ACHB27;A;CHB;27;1811.74;NÃO;NÃO;LAURA;house;60
ACHB26;A;CHB;26;1904.42;SIM;NÃO;LAURA;house;60
ACHB25;A;CHB;25;2123;NÃO;NÃO;LAURA;house;60
ACHB24;A;CHB;24;2604.8;NÃO;SIM;LAURA;house;60
ACHB23;A;CHB;23;2375.7;NÃO;SIM;LAURA;house;60
ACHB22;A;CHB;22;1872.94;NÃO;SIM;LAURA;house;60
ACHB21;A;CHB;21;1971.01;NÃO;SIM;LAURA;house;60
ACHB20;A;CHB;20;1768.62;NÃO;SIM;LAURA;house;60
ACHB19;A;CHB;19;1704.51;NÃO;SIM;LAURA;house;60
ACHB18;A;CHB;18;1770.4;SIM;NÃO;LAURA;house;60
ACHB17;A;CHB;17;1663.44;NÃO;SIM;LAURA;house;60
ACHB16;A;CHB;16;1673.75;NÃO;NÃO;LAURA;house;60
ACHB15;A;CHB;15;1660.05;NÃO;NÃO;LAURA;house;60
ACHB14;A;CHB;14;1541.04;NÃO;NÃO;LAURA;house;60
ACHB13;A;CHB;13;1585.15;NÃO;NÃO;LAURA;house;60
ACHB12;A;CHB;12;1508.5;NÃO;NÃO;LAURA;house;60
ACHB11;A;CHB;11;1502.26;NÃO;NÃO;LAURA;house;60
ACHB10;A;CHB;10;1553.49;NÃO;NÃO;LAURA;house;60
ACHB09;A;CHB;9;1610;NÃO;NÃO;LAURA;house;60
ACHB08;A;CHB;8;1587.85;NÃO;NÃO;LAURA;house;60
ACHB07;A;CHB;7;1619.39;NÃO;SIM;LAURA;house;60
ACHB06;A;CHB;6;1774.75;NÃO;NÃO;LAURA;house;60
ACHB05;A;CHB;5;1550.85;SIM;NÃO;LAURA;house;60
ACHB04;A;CHB;4;1702.77;SIM;NÃO;LAURA;house;60
ACHB03;A;CHB;3;1607.73;NÃO;NÃO;LAURA;house;60
ACHB02;A;CHB;2;1838.83;NÃO;NÃO;LAURA;house;60
ACHB01;A;CHB;1;2219.53;NÃO;NÃO;LAURA;house;60
ACHA26;A;CHA;26;1351.26;SIM;NÃO;LAURA;house;60
ACHA25;A;CHA;25;1057.1;NÃO;SIM;LAURA;house;60
ACHA24;A;CHA;24;1042.44;NÃO;NÃO;LAURA;house;60
ACHA23;A;CHA;23;1053.02;NÃO;SIM;LAURA;house;60
ACHA22;A;CHA;22;1151.42;NÃO;NÃO;LAURA;house;60
ACHA21;A;CHA;21;747.42;SIM;NÃO;LAURA;house;60
ACHA20;A;CHA;20;2673.33;NÃO;NÃO;LAURA;house;60
ACHA19;A;CHA;19;1440.52;SIM;NÃO;LAURA;house;60
ACHA18;A;CHA;18;1049.49;NÃO;NÃO;LAURA;house;60
ACHA17;A;CHA;17;2161.13;NÃO;NÃO;LAURA;house;60
ACHA16;A;CHA;16;1601.3;NÃO;SIM;LAURA;house;60
ACHA15;A;CHA;15;1029.83;NÃO;SIM;LAURA;house;60
ACHA14;A;CHA;14;969.2;NÃO;NÃO;LAURA;house;60
ACHA13;A;CHA;13;1034.35;NÃO;SIM;LAURA;house;60
ACHA12;A;CHA;12;1100.21;NÃO;SIM;LAURA;house;60
ACHA11;A;CHA;11;1085.63;NÃO;NÃO;LAURA;house;60
ACHA10;A;CHA;10;1013.89;NÃO;NÃO;LAURA;house;60
ACHA09;A;CHA;9;1047.56;NÃO;NÃO;LAURA;house;60
ACHA08;A;CHA;8;1051.61;NÃO;NÃO;LAURA;house;60
ACHA07;A;CHA;7;1041.34;SIM;NÃO;LAURA;house;60
ACHA06;A;CHA;6;1076.12;NÃO;NÃO;LAURA;house;60
ACHA05;A;CHA;5;1023.8;NÃO;NÃO;LAURA;house;60
ACHA04;A;CHA;4;1075.69;SIM;NÃO;LAURA;house;60
ACHA03;A;CHA;3;1050.79;NÃO;NÃO;LAURA;house;60
ACHA02;A;CHA;2;1065.14;NÃO;NÃO;LAURA;house;60
ACHA01;A;CHA;1;1151.03;NÃO;NÃO;LAURA;house;60
AC47;A;C;47;692.3;NÃO;NÃO;LAURA;house;60
AC46;A;C;46;580.52;NÃO;NÃO;LAURA;house;60
AC45;A;C;45;561.66;NÃO;NÃO;LAURA;house;60
AC44;A;C;44;577.23;NÃO;NÃO;LAURA;house;60
AC43;A;C;43;575.24;NÃO;NÃO;LAURA;house;60
AC42;A;C;42;568.23;NÃO;NÃO;LAURA;house;60
AC41;A;C;41;574.57;SIM;NÃO;LAURA;house;60
AC40;A;C;40;577.49;SIM;NÃO;LAURA;house;60
AC38/39;A;C;38/39;1125.39;NÃO;NÃO;LAURA;house;60
AC37;A;C;37;577.87;SIM;NÃO;LAURA;house;60
AC36;A;C;36;573.86;NÃO;NÃO;LAURA;house;60
AC35;A;C;35;567.62;NÃO;NÃO;LAURA;house;60
AC34;A;C;34;576.2;SIM;NÃO;LAURA;house;60
AC33;A;C;33;569.65;SIM;NÃO;LAURA;house;60
AC32;A;C;32;582.76;NÃO;NÃO;LAURA;house;60
AC31;A;C;31;577.94;NÃO;NÃO;LAURA;house;60
AC30;A;C;30;559.08;SIM;NÃO;LAURA;house;60
AC29;A;C;29;585.86;NÃO;NÃO;LAURA;house;60
AC28;A;C;28;578.51;NÃO;NÃO;LAURA;house;60
AC27;A;C;27;569.92;SIM;NÃO;LAURA;house;60
AC26;A;C;26;935.42;NÃO;NÃO;LAURA;house;60
AC25;A;C;25;601.88;NÃO;NÃO;LAURA;house;60
AC24;A;C;24;700.85;NÃO;SIM;LAURA;house;60
AC23;A;C;23;579.74;SIM;NÃO;LAURA;house;60
AC22;A;C;22;557.83;NÃO;NÃO;LAURA;house;60
AC21;A;C;21;576.9;NÃO;NÃO;LAURA;house;60
AC20;A;C;20;581.75;NÃO;NÃO;LAURA;house;60
AC19;A;C;19;567.21;NÃO;NÃO;LAURA;house;60
AC18;A;C;18;574.75;NÃO;NÃO;LAURA;house;60
AC17;A;C;17;573.95;NÃO;NÃO;LAURA;house;60
AC16;A;C;16;575.06;SIM;NÃO;LAURA;house;60
AC15;A;C;15;563.93;NÃO;NÃO;LAURA;house;60
AC13/14;A;C;13/14;1158.23;SIM;NÃO;LAURA;house;60
AC12;A;C;12;571.45;SIM;NÃO;LAURA;house;60
AC11;A;C;11;581.17;SIM;NÃO;LAURA;house;60
AC10;A;C;10;571.93;NÃO;NÃO;LAURA;house;60
AC09;A;C;9;578.69;SIM;NÃO;LAURA;house;60
AC08;A;C;8;582.57;SIM;NÃO;LAURA;house;60
AC07;A;C;7;574.89;NÃO;NÃO;LAURA;house;60
AC06;A;C;6;578.37;SIM;NÃO;LAURA;house;60
AC05;A;C;5;573.14;SIM;NÃO;LAURA;house;60
AC04;A;C;4;584.56;NÃO;NÃO;LAURA;house;60
AC03;A;C;3;595.47;NÃO;NÃO;LAURA;house;60
AC02;A;C;2;578.51;SIM;NÃO;LAURA;house;60
AC01;A;C;1;1084.89;NÃO;NÃO;LAURA;house;60
AB53;A;B;53;928.78;NÃO;NÃO;LAURA;house;60
AB52;A;B;52;532.65;NÃO;NÃO;LAURA;house;60
AB49;A;B;49;575.4;NÃO;NÃO;LAURA;house;60
AB48;A;B;48;568.02;NÃO;NÃO;LAURA;house;60
AB47;A;B;47;564.28;NÃO;NÃO;LAURA;house;60
AB46;A;B;46;590;NÃO;NÃO;LAURA;house;60
AB45;A;B;45;551.41;SIM;NÃO;LAURA;house;60
AB44;A;B;44;583.25;NÃO;NÃO;LAURA;house;60
AB43;A;B;43;558.08;NÃO;NÃO;LAURA;house;60
AB42;A;B;42;555.78;SIM;NÃO;LAURA;house;60
AB41;A;B;41;582.49;NÃO;NÃO;LAURA;house;60
AB40;A;B;40;567.69;NÃO;NÃO;LAURA;house;60
AB39;A;B;39;564.28;NÃO;NÃO;LAURA;house;60
AB38;A;B;38;572.54;NÃO;NÃO;LAURA;house;60
AB37;A;B;37;574.52;NÃO;NÃO;LAURA;house;60
AB36;A;B;36;566.37;NÃO;NÃO;LAURA;house;60
AB35;A;B;35;576;NÃO;NÃO;LAURA;house;60
AB34;A;B;34;563.46;SIM;NÃO;LAURA;house;60
AB33;A;B;33;583.26;SIM;NÃO;LAURA;house;60
AB32;A;B;32;577.61;NÃO;NÃO;LAURA;house;60
AB31;A;B;31;568.17;SIM;NÃO;LAURA;house;60
AB30;A;B;30;595.24;NÃO;NÃO;LAURA;house;60
AB29;A;B;29;546.67;NÃO;NÃO;LAURA;house;60
AB28;A;B;28;822.22;NÃO;NÃO;LAURA;house;60
AB27;A;B;27;846.93;NÃO;NÃO;LAURA;house;60
AB25/26/50/51;A;B;25/26/50/51;2376.77;SIM;NÃO;LAURA;house;60
AB24;A;B;24;567.47;NÃO;NÃO;LAURA;house;60
AB23;A;B;23;584.56;NÃO;SIM;LAURA;house;60
AB22;A;B;22;572.22;SIM;NÃO;LAURA;house;60
AB21;A;B;21;615.94;SIM;NÃO;LAURA;house;60
AB20;A;B;20;577.49;SIM;NÃO;LAURA;house;60
AB19;A;B;19;580.84;NÃO;NÃO;LAURA;house;60
AB18;A;B;18;572.91;NÃO;NÃO;LAURA;house;60
AB17;A;B;17;568.07;NÃO;SIM;LAURA;house;60
AB16;A;B;16;569.95;NÃO;NÃO;LAURA;house;60
AB15;A;B;15;582.26;SIM;NÃO;LAURA;house;60
AB14;A;B;14;581.79;NÃO;NÃO;LAURA;house;60
AB13;A;B;13;573.09;NÃO;NÃO;LAURA;house;60
AB12;A;B;12;571.61;SIM;NÃO;LAURA;house;60
AB11;A;B;11;575.08;NÃO;NÃO;LAURA;house;60
AB10;A;B;10;568.27;NÃO;NÃO;LAURA;house;60
AB09;A;B;9;576.86;NÃO;NÃO;LAURA;house;60
AB08;A;B;8;569.77;NÃO;NÃO;LAURA;house;60
AB07;A;B;7;578.75;NÃO;NÃO;LAURA;house;60
AB06;A;B;6;566.19;NÃO;NÃO;LAURA;house;60
AB05;A;B;5;585.98;NÃO;NÃO;LAURA;house;60
AB04;A;B;4;573.09;NÃO;NÃO;LAURA;house;60
AB03;A;B;3;595.85;NÃO;NÃO;LAURA;house;60
AB02;A;B;2;563.84;NÃO;NÃO;LAURA;house;60
AB01;A;B;1;727.84;SIM;NÃO;LAURA;house;60
AA15;A;A;15;1006;NÃO;NÃO;LAURA;house;60
AA14;A;A;14;617.23;SIM;NÃO;LAURA;house;60
AA13;A;A;13;615;NÃO;NÃO;LAURA;house;60
AA12;A;A;12;625.95;NÃO;NÃO;LAURA;house;60
AA11;A;A;11;629.53;NÃO;NÃO;LAURA;house;60
AA10;A;A;10;616.15;NÃO;NÃO;LAURA;house;60
AA09;A;A;9;624.37;NÃO;NÃO;LAURA;house;60
AA08;A;A;8;684.88;NÃO;NÃO;LAURA;house;60
AA07;A;A;7;705.21;NÃO;NÃO;LAURA;house;60
AA06;A;A;6;729.05;NÃO;NÃO;LAURA;house;60
AA05;A;A;5;799.24;NÃO;NÃO;LAURA;house;60
AA04;A;A;4;834.18;NÃO;NÃO;LAURA;house;60
AA03;A;A;3;847.89;NÃO;NÃO;LAURA;house;60
AA02;A;A;2;790.34;NÃO;SIM;LAURA;house;60
AA01;A;A;1;1318.37;NÃO;NÃO;LAURA;house;60
